timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1703808000000,2023-12-29T00:00:00Z,288-1-1-111,0.058,
1703808060000,2023-12-29T00:01:00Z,288-1-1-111,0.12,
1703808120000,2023-12-29T00:02:00Z,288-1-1-111,0.047,
1703808180000,2023-12-29T00:03:00Z,288-1-1-111,0.011,
1703808240000,2023-12-29T00:04:00Z,288-1-1-111,0.012,
1703808300000,2023-12-29T00:05:00Z,288-1-1-111,0.015,
1703808360000,2023-12-29T00:06:00Z,288-1-1-111,0.024,
1703808420000,2023-12-29T00:07:00Z,288-1-1-111,0.005,
1703808480000,2023-12-29T00:08:00Z,288-1-1-111,0.019,
1703808540000,2023-12-29T00:09:00Z,288-1-1-111,0.012,
1703808600000,2023-12-29T00:10:00Z,288-1-1-111,0.023,
1703808660000,2023-12-29T00:11:00Z,288-1-1-111,0.011,
1703808720000,2023-12-29T00:12:00Z,288-1-1-111,0.028,
1703808780000,2023-12-29T00:13:00Z,288-1-1-111,0.036,
1703808840000,2023-12-29T00:14:00Z,288-1-1-111,0.087,
1703808900000,2023-12-29T00:15:00Z,288-1-1-111,0.117,
1703808960000,2023-12-29T00:16:00Z,288-1-1-111,0.114,
1703809020000,2023-12-29T00:17:00Z,288-1-1-111,0.083,
1703809080000,2023-12-29T00:18:00Z,288-1-1-111,0.064,
1703809140000,2023-12-29T00:19:00Z,288-1-1-111,0.129,
1703809200000,2023-12-29T00:20:00Z,288-1-1-111,0.144,
1703809260000,2023-12-29T00:21:00Z,288-1-1-111,0.102,
1703809320000,2023-12-29T00:22:00Z,288-1-1-111,0.214,
1703809380000,2023-12-29T00:23:00Z,288-1-1-111,0.119,
1703809440000,2023-12-29T00:24:00Z,288-1-1-111,0.109,
1703809500000,2023-12-29T00:25:00Z,288-1-1-111,0.161,
1703809560000,2023-12-29T00:26:00Z,288-1-1-111,0.166,
1703809620000,2023-12-29T00:27:00Z,288-1-1-111,0.168,
1703809680000,2023-12-29T00:28:00Z,288-1-1-111,0.115,
1703809740000,2023-12-29T00:29:00Z,288-1-1-111,0.124,
1703809800000,2023-12-29T00:30:00Z,288-1-1-111,0.109,
1703809860000,2023-12-29T00:31:00Z,288-1-1-111,0.067,
1703809920000,2023-12-29T00:32:00Z,288-1-1-111,0.037,
1703809980000,2023-12-29T00:33:00Z,288-1-1-111,0.015,
1703810040000,2023-12-29T00:34:00Z,288-1-1-111,0.056,
1703810100000,2023-12-29T00:35:00Z,288-1-1-111,0.023,
1703810160000,2023-12-29T00:36:00Z,288-1-1-111,0.021,
1703810220000,2023-12-29T00:37:00Z,288-1-1-111,0.033,
1703810280000,2023-12-29T00:38:00Z,288-1-1-111,0.018,
1703810340000,2023-12-29T00:39:00Z,288-1-1-111,0.038,
1703810400000,2023-12-29T00:40:00Z,288-1-1-111,0.043,
1703810460000,2023-12-29T00:41:00Z,288-1-1-111,0.067,
1703810520000,2023-12-29T00:42:00Z,288-1-1-111,0.037,
1703810580000,2023-12-29T00:43:00Z,288-1-1-111,0.067,
1703810640000,2023-12-29T00:44:00Z,288-1-1-111,0.068,
1703810700000,2023-12-29T00:45:00Z,288-1-1-111,0.036,
1703810760000,2023-12-29T00:46:00Z,288-1-1-111,0.035,
1703810820000,2023-12-29T00:47:00Z,288-1-1-111,0.088,
1703810880000,2023-12-29T00:48:00Z,288-1-1-111,0.055,
1703810940000,2023-12-29T00:49:00Z,288-1-1-111,0.04,
1703811000000,2023-12-29T00:50:00Z,288-1-1-111,0.058,
1703811060000,2023-12-29T00:51:00Z,288-1-1-111,0.022,
1703811120000,2023-12-29T00:52:00Z,288-1-1-111,0.036,
1703811180000,2023-12-29T00:53:00Z,288-1-1-111,0.056,
1703811240000,2023-12-29T00:54:00Z,288-1-1-111,0.047,
1703811300000,2023-12-29T00:55:00Z,288-1-1-111,0.151,
1703811360000,2023-12-29T00:56:00Z,288-1-1-111,0.1,
1703811420000,2023-12-29T00:57:00Z,288-1-1-111,0.088,
1703811480000,2023-12-29T00:58:00Z,288-1-1-111,0.055,
1703811540000,2023-12-29T00:59:00Z,288-1-1-111,,device_not_recording
1703811600000,2023-12-29T01:00:00Z,288-1-1-111,,device_not_worn_correctly
1703811660000,2023-12-29T01:01:00Z,288-1-1-111,,device_not_worn_correctly
1703811720000,2023-12-29T01:02:00Z,288-1-1-111,,device_not_worn_correctly
1703811780000,2023-12-29T01:03:00Z,288-1-1-111,,device_not_recording
1703811840000,2023-12-29T01:04:00Z,288-1-1-111,,device_not_recording
1703811900000,2023-12-29T01:05:00Z,288-1-1-111,,device_not_recording
1703811960000,2023-12-29T01:06:00Z,288-1-1-111,,device_not_recording
1703812020000,2023-12-29T01:07:00Z,288-1-1-111,,device_not_recording
1703812080000,2023-12-29T01:08:00Z,288-1-1-111,,device_not_recording
1703812140000,2023-12-29T01:09:00Z,288-1-1-111,,device_not_recording
1703812200000,2023-12-29T01:10:00Z,288-1-1-111,,device_not_recording
1703812260000,2023-12-29T01:11:00Z,288-1-1-111,,device_not_recording
1703812320000,2023-12-29T01:12:00Z,288-1-1-111,,device_not_recording
1703812380000,2023-12-29T01:13:00Z,288-1-1-111,,device_not_recording
1703812440000,2023-12-29T01:14:00Z,288-1-1-111,,device_not_recording
1703812500000,2023-12-29T01:15:00Z,288-1-1-111,,device_not_recording
1703812560000,2023-12-29T01:16:00Z,288-1-1-111,,device_not_recording
1703812620000,2023-12-29T01:17:00Z,288-1-1-111,,device_not_recording
