timestamp_unix,timestamp_iso,participant_full_id,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,missing_value_reason
1702857600000,2023-12-18T00:00:00Z,288-1-1-009,271,219,315,469,
1702857660000,2023-12-18T00:01:00Z,288-1-1-009,1408,2659,1151,3221,
1702857720000,2023-12-18T00:02:00Z,288-1-1-009,2833,1680,847,3400,
1702857780000,2023-12-18T00:03:00Z,288-1-1-009,677,409,678,1041,
1702857840000,2023-12-18T00:04:00Z,288-1-1-009,1642,1905,1064,2730,
1702857900000,2023-12-18T00:05:00Z,288-1-1-009,2568,2895,1286,4077,
1702857960000,2023-12-18T00:06:00Z,288-1-1-009,3053,2682,1432,4308,
1702858020000,2023-12-18T00:07:00Z,288-1-1-009,2026,1995,2877,4044,
1702858080000,2023-12-18T00:08:00Z,288-1-1-009,74,15,171,186,
1702858140000,2023-12-18T00:09:00Z,288-1-1-009,75,172,98,211,
1702858200000,2023-12-18T00:10:00Z,288-1-1-009,3,209,224,306,
1702858260000,2023-12-18T00:11:00Z,288-1-1-009,39,171,130,218,
1702858320000,2023-12-18T00:12:00Z,288-1-1-009,490,808,826,1255,
1702858380000,2023-12-18T00:13:00Z,288-1-1-009,379,722,1176,1431,
1702858440000,2023-12-18T00:14:00Z,288-1-1-009,388,1195,905,1548,
1702858500000,2023-12-18T00:15:00Z,288-1-1-009,293,1280,1004,1652,
1702858560000,2023-12-18T00:16:00Z,288-1-1-009,47,422,682,803,
1702858620000,2023-12-18T00:17:00Z,288-1-1-009,4,193,194,273,
1702858680000,2023-12-18T00:18:00Z,288-1-1-009,233,616,1189,1359,
1702858740000,2023-12-18T00:19:00Z,288-1-1-009,731,728,1121,1523,
1702858800000,2023-12-18T00:20:00Z,288-1-1-009,128,760,862,1156,
1702858860000,2023-12-18T00:21:00Z,288-1-1-009,321,862,1620,1862,
1702858920000,2023-12-18T00:22:00Z,288-1-1-009,712,504,2699,2836,
1702858980000,2023-12-18T00:23:00Z,288-1-1-009,540,669,1407,1648,
1702859040000,2023-12-18T00:24:00Z,288-1-1-009,621,262,593,897,
1702859100000,2023-12-18T00:25:00Z,288-1-1-009,0,0,0,0,
1702859160000,2023-12-18T00:26:00Z,288-1-1-009,0,0,0,0,
1702859220000,2023-12-18T00:27:00Z,288-1-1-009,0,0,0,0,
1702859280000,2023-12-18T00:28:00Z,288-1-1-009,0,0,0,0,
1702859340000,2023-12-18T00:29:00Z,288-1-1-009,364,402,555,775,
1702859400000,2023-12-18T00:30:00Z,288-1-1-009,172,218,277,392,
1702859460000,2023-12-18T00:31:00Z,288-1-1-009,0,0,0,0,
1702859520000,2023-12-18T00:32:00Z,288-1-1-009,365,367,750,911,
1702859580000,2023-12-18T00:33:00Z,288-1-1-009,269,308,505,649,
1702859640000,2023-12-18T00:34:00Z,288-1-1-009,778,1130,1587,2097,
1702859700000,2023-12-18T00:35:00Z,288-1-1-009,796,778,1172,1616,
1702859760000,2023-12-18T00:36:00Z,288-1-1-009,286,189,257,428,
1702859820000,2023-12-18T00:37:00Z,288-1-1-009,8,331,292,441,
1702859880000,2023-12-18T00:38:00Z,288-1-1-009,0,88,60,106,
1702859940000,2023-12-18T00:39:00Z,288-1-1-009,0,135,111,174,
1702860000000,2023-12-18T00:40:00Z,288-1-1-009,265,455,290,601,
1702860060000,2023-12-18T00:41:00Z,288-1-1-009,5,246,166,296,
1702860120000,2023-12-18T00:42:00Z,288-1-1-009,866,1214,779,1682,
1702860180000,2023-12-18T00:43:00Z,288-1-1-009,0,72,80,107,
1702860240000,2023-12-18T00:44:00Z,288-1-1-009,5,112,130,171,
1702860300000,2023-12-18T00:45:00Z,288-1-1-009,50,631,358,727,
1702860360000,2023-12-18T00:46:00Z,288-1-1-009,1122,728,1493,2004,
1702860420000,2023-12-18T00:47:00Z,288-1-1-009,456,389,622,863,
1702860480000,2023-12-18T00:48:00Z,288-1-1-009,1186,1568,1654,2569,
1702860540000,2023-12-18T00:49:00Z,288-1-1-009,737,847,1366,1768,
1702860600000,2023-12-18T00:50:00Z,288-1-1-009,2641,2546,3645,5171,
1702860660000,2023-12-18T00:51:00Z,288-1-1-009,2564,3153,3008,5056,
1702860720000,2023-12-18T00:52:00Z,288-1-1-009,4327,2382,3823,6245,
1702860780000,2023-12-18T00:53:00Z,288-1-1-009,2201,1937,882,3061,
1702860840000,2023-12-18T00:54:00Z,288-1-1-009,803,2262,1931,3080,
1702860900000,2023-12-18T00:55:00Z,288-1-1-009,1315,1333,1318,2289,
1702860960000,2023-12-18T00:56:00Z,288-1-1-009,2829,1712,2190,3966,
1702861020000,2023-12-18T00:57:00Z,288-1-1-009,4818,2684,2391,6011,
1702861080000,2023-12-18T00:58:00Z,288-1-1-009,1926,1814,1482,3032,
1702861140000,2023-12-18T00:59:00Z,288-1-1-009,2073,1340,1379,2827,
1702861200000,2023-12-18T01:00:00Z,288-1-1-009,1639,967,994,2146,
1702861260000,2023-12-18T01:01:00Z,288-1-1-009,38,134,159,211,
1702861320000,2023-12-18T01:02:00Z,288-1-1-009,2052,1820,2268,3559,
1702861380000,2023-12-18T01:03:00Z,288-1-1-009,1236,877,957,1792,
1702861440000,2023-12-18T01:04:00Z,288-1-1-009,902,601,574,1226,
1702861500000,2023-12-18T01:05:00Z,288-1-1-009,59,202,395,447,
1702861560000,2023-12-18T01:06:00Z,288-1-1-009,818,379,761,1179,
1702861620000,2023-12-18T01:07:00Z,288-1-1-009,615,720,649,1147,
1702861680000,2023-12-18T01:08:00Z,288-1-1-009,581,529,830,1142,
1702861740000,2023-12-18T01:09:00Z,288-1-1-009,3384,2508,1973,4651,
