timestamp_unix,timestamp_iso,participant_full_id,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,missing_value_reason
1715644800000,2024-05-14T00:00:00Z,288-1-1-0,503,678,1060,1355,
1715644860000,2024-05-14T00:01:00Z,288-1-1-0,1121,825,1532,2069,
1715644920000,2024-05-14T00:02:00Z,288-1-1-0,1474,601,865,1811,
1715644980000,2024-05-14T00:03:00Z,288-1-1-0,450,630,1858,2012,
1715645040000,2024-05-14T00:04:00Z,288-1-1-0,212,634,1138,1319,
1715645100000,2024-05-14T00:05:00Z,288-1-1-0,748,418,1084,1381,
1715645160000,2024-05-14T00:06:00Z,288-1-1-0,502,354,572,839,
1715645220000,2024-05-14T00:07:00Z,288-1-1-0,278,275,443,590,
1715645280000,2024-05-14T00:08:00Z,288-1-1-0,58,72,548,555,
1715645340000,2024-05-14T00:09:00Z,288-1-1-0,81,86,224,253,
1715645400000,2024-05-14T00:10:00Z,288-1-1-0,28,29,40,56,
1715645460000,2024-05-14T00:11:00Z,288-1-1-0,626,521,760,1113,
1715645520000,2024-05-14T00:12:00Z,288-1-1-0,25,0,404,404,
1715645580000,2024-05-14T00:13:00Z,288-1-1-0,579,418,943,1182,
1715645640000,2024-05-14T00:14:00Z,288-1-1-0,1189,1274,1873,2558,
1715645700000,2024-05-14T00:15:00Z,288-1-1-0,841,198,649,1080,
1715645760000,2024-05-14T00:16:00Z,288-1-1-0,1520,1062,487,1917,
1715645820000,2024-05-14T00:17:00Z,288-1-1-0,1499,889,1131,2077,
1715645880000,2024-05-14T00:18:00Z,288-1-1-0,549,805,1322,1642,
1715645940000,2024-05-14T00:19:00Z,288-1-1-0,510,1508,1504,2190,
1715646000000,2024-05-14T00:20:00Z,288-1-1-0,1109,1748,2065,2923,
1715646060000,2024-05-14T00:21:00Z,288-1-1-0,696,960,944,1515,
1715646120000,2024-05-14T00:22:00Z,288-1-1-0,16,0,256,256,
1715646180000,2024-05-14T00:23:00Z,288-1-1-0,638,625,488,1017,
1715646240000,2024-05-14T00:24:00Z,288-1-1-0,46,22,656,657,
1715646300000,2024-05-14T00:25:00Z,288-1-1-0,755,597,1028,1408,
1715646360000,2024-05-14T00:26:00Z,288-1-1-0,883,797,556,1313,
1715646420000,2024-05-14T00:27:00Z,288-1-1-0,217,760,670,1036,
1715646480000,2024-05-14T00:28:00Z,288-1-1-0,1322,884,1400,2118,
1715646540000,2024-05-14T00:29:00Z,288-1-1-0,559,796,684,1189,
1715646600000,2024-05-14T00:30:00Z,288-1-1-0,2364,1912,1460,3372,
1715646660000,2024-05-14T00:31:00Z,288-1-1-0,2005,2138,2012,3555,
1715646720000,2024-05-14T00:32:00Z,288-1-1-0,1070,706,1802,2211,
1715646780000,2024-05-14T00:33:00Z,288-1-1-0,886,1294,2329,2807,
1715646840000,2024-05-14T00:34:00Z,288-1-1-0,959,856,2247,2588,
1715646900000,2024-05-14T00:35:00Z,288-1-1-0,641,623,702,1136,
1715646960000,2024-05-14T00:36:00Z,288-1-1-0,107,265,858,904,
1715647020000,2024-05-14T00:37:00Z,288-1-1-0,1944,1934,1861,3314,
1715647080000,2024-05-14T00:38:00Z,288-1-1-0,713,868,570,1259,
1715647140000,2024-05-14T00:39:00Z,288-1-1-0,589,836,1802,2071,
1715647200000,2024-05-14T00:40:00Z,288-1-1-0,74,14,437,443,
1715647260000,2024-05-14T00:41:00Z,288-1-1-0,63,209,903,929,
1715647320000,2024-05-14T00:42:00Z,288-1-1-0,201,637,1385,1537,
1715647380000,2024-05-14T00:43:00Z,288-1-1-0,1808,1367,2750,3563,
1715647440000,2024-05-14T00:44:00Z,288-1-1-0,449,215,766,913,
1715647500000,2024-05-14T00:45:00Z,288-1-1-0,650,405,323,831,
1715647560000,2024-05-14T00:46:00Z,288-1-1-0,770,476,226,933,
1715647620000,2024-05-14T00:47:00Z,288-1-1-0,1196,858,477,1547,
1715647680000,2024-05-14T00:48:00Z,288-1-1-0,444,200,775,915,
1715647740000,2024-05-14T00:49:00Z,288-1-1-0,217,251,285,437,
1715647800000,2024-05-14T00:50:00Z,288-1-1-0,673,418,355,868,
1715647860000,2024-05-14T00:51:00Z,288-1-1-0,802,670,305,1088,
1715647920000,2024-05-14T00:52:00Z,288-1-1-0,451,500,192,700,
1715647980000,2024-05-14T00:53:00Z,288-1-1-0,320,291,497,658,
1715648040000,2024-05-14T00:54:00Z,288-1-1-0,155,190,455,516,
1715648100000,2024-05-14T00:55:00Z,288-1-1-0,466,441,148,658,
1715648160000,2024-05-14T00:56:00Z,288-1-1-0,407,322,573,773,
1715648220000,2024-05-14T00:57:00Z,288-1-1-0,323,437,527,756,
1715648280000,2024-05-14T00:58:00Z,288-1-1-0,397,410,974,1128,
1715648340000,2024-05-14T00:59:00Z,288-1-1-0,715,676,825,1284,
1715648400000,2024-05-14T01:00:00Z,288-1-1-0,0,0,155,155,
1715648460000,2024-05-14T01:01:00Z,288-1-1-0,683,558,1292,1564,
1715648520000,2024-05-14T01:02:00Z,288-1-1-0,101,411,1327,1392,
1715648580000,2024-05-14T01:03:00Z,288-1-1-0,310,247,935,1015,
1715648640000,2024-05-14T01:04:00Z,288-1-1-0,1235,1325,1662,2458,
1715648700000,2024-05-14T01:05:00Z,288-1-1-0,293,381,978,1089,
1715648760000,2024-05-14T01:06:00Z,288-1-1-0,349,269,1604,1663,
1715648820000,2024-05-14T01:07:00Z,288-1-1-0,419,402,510,772,
1715648880000,2024-05-14T01:08:00Z,288-1-1-0,388,532,713,970,
1715648940000,2024-05-14T01:09:00Z,288-1-1-0,346,359,1158,1260,
1715649000000,2024-05-14T01:10:00Z,288-1-1-0,888,1164,2283,2712,
1715649060000,2024-05-14T01:11:00Z,288-1-1-0,73,71,610,618,
1715649120000,2024-05-14T01:12:00Z,288-1-1-0,1228,1023,1644,2292,
1715649180000,2024-05-14T01:13:00Z,288-1-1-0,786,818,1263,1697,
1715649240000,2024-05-14T01:14:00Z,288-1-1-0,127,339,616,714,
1715649300000,2024-05-14T01:15:00Z,288-1-1-0,667,1202,912,1649,
1715649360000,2024-05-14T01:16:00Z,288-1-1-0,140,271,105,322,
1715649420000,2024-05-14T01:17:00Z,288-1-1-0,665,408,1623,1800,
1715649480000,2024-05-14T01:18:00Z,288-1-1-0,104,29,463,475,
1715649540000,2024-05-14T01:19:00Z,288-1-1-0,411,364,348,650,
1715649600000,2024-05-14T01:20:00Z,288-1-1-0,610,424,529,911,
1715649660000,2024-05-14T01:21:00Z,288-1-1-0,390,164,558,700,
