timestamp_unix,timestamp_iso,participant_full_id,wearing_detection_percentage,missing_value_reason
1708473600000,2024-02-21T00:00:00Z,288-1-1-113,100,
1708473660000,2024-02-21T00:01:00Z,288-1-1-113,100,
1708473720000,2024-02-21T00:02:00Z,288-1-1-113,100,
1708473780000,2024-02-21T00:03:00Z,288-1-1-113,100,
1708473840000,2024-02-21T00:04:00Z,288-1-1-113,100,
1708473900000,2024-02-21T00:05:00Z,288-1-1-113,100,
1708473960000,2024-02-21T00:06:00Z,288-1-1-113,100,
1708474020000,2024-02-21T00:07:00Z,288-1-1-113,100,
1708474080000,2024-02-21T00:08:00Z,288-1-1-113,100,
1708474140000,2024-02-21T00:09:00Z,288-1-1-113,100,
1708474200000,2024-02-21T00:10:00Z,288-1-1-113,100,
1708474260000,2024-02-21T00:11:00Z,288-1-1-113,100,
1708474320000,2024-02-21T00:12:00Z,288-1-1-113,100,
1708474380000,2024-02-21T00:13:00Z,288-1-1-113,100,
1708474440000,2024-02-21T00:14:00Z,288-1-1-113,100,
1708474500000,2024-02-21T00:15:00Z,288-1-1-113,100,
1708474560000,2024-02-21T00:16:00Z,288-1-1-113,100,
1708474620000,2024-02-21T00:17:00Z,288-1-1-113,100,
1708474680000,2024-02-21T00:18:00Z,288-1-1-113,100,
1708474740000,2024-02-21T00:19:00Z,288-1-1-113,100,
1708474800000,2024-02-21T00:20:00Z,288-1-1-113,100,
1708474860000,2024-02-21T00:21:00Z,288-1-1-113,100,
1708474920000,2024-02-21T00:22:00Z,288-1-1-113,100,
1708474980000,2024-02-21T00:23:00Z,288-1-1-113,100,
1708475040000,2024-02-21T00:24:00Z,288-1-1-113,100,
1708475100000,2024-02-21T00:25:00Z,288-1-1-113,100,
1708475160000,2024-02-21T00:26:00Z,288-1-1-113,100,
1708475220000,2024-02-21T00:27:00Z,288-1-1-113,100,
1708475280000,2024-02-21T00:28:00Z,288-1-1-113,100,
1708475340000,2024-02-21T00:29:00Z,288-1-1-113,100,
1708475400000,2024-02-21T00:30:00Z,288-1-1-113,100,
1708475460000,2024-02-21T00:31:00Z,288-1-1-113,100,
1708475520000,2024-02-21T00:32:00Z,288-1-1-113,100,
1708475580000,2024-02-21T00:33:00Z,288-1-1-113,100,
1708475640000,2024-02-21T00:34:00Z,288-1-1-113,100,
1708475700000,2024-02-21T00:35:00Z,288-1-1-113,100,
1708475760000,2024-02-21T00:36:00Z,288-1-1-113,100,
1708475820000,2024-02-21T00:37:00Z,288-1-1-113,100,
1708475880000,2024-02-21T00:38:00Z,288-1-1-113,100,
1708475940000,2024-02-21T00:39:00Z,288-1-1-113,100,
1708476000000,2024-02-21T00:40:00Z,288-1-1-113,100,
1708476060000,2024-02-21T00:41:00Z,288-1-1-113,100,
1708476120000,2024-02-21T00:42:00Z,288-1-1-113,100,
1708476180000,2024-02-21T00:43:00Z,288-1-1-113,100,
1708476240000,2024-02-21T00:44:00Z,288-1-1-113,,device_not_recording
1708476300000,2024-02-21T00:45:00Z,288-1-1-113,100,
1708476360000,2024-02-21T00:46:00Z,288-1-1-113,100,
1708476420000,2024-02-21T00:47:00Z,288-1-1-113,100,
1708476480000,2024-02-21T00:48:00Z,288-1-1-113,100,
1708476540000,2024-02-21T00:49:00Z,288-1-1-113,100,
1708476600000,2024-02-21T00:50:00Z,288-1-1-113,100,
1708476660000,2024-02-21T00:51:00Z,288-1-1-113,100,
1708476720000,2024-02-21T00:52:00Z,288-1-1-113,100,
1708476780000,2024-02-21T00:53:00Z,288-1-1-113,100,
1708476840000,2024-02-21T00:54:00Z,288-1-1-113,100,
1708476900000,2024-02-21T00:55:00Z,288-1-1-113,100,
1708476960000,2024-02-21T00:56:00Z,288-1-1-113,100,
1708477020000,2024-02-21T00:57:00Z,288-1-1-113,100,
1708477080000,2024-02-21T00:58:00Z,288-1-1-113,100,
1708477140000,2024-02-21T00:59:00Z,288-1-1-113,100,
1708477200000,2024-02-21T01:00:00Z,288-1-1-113,100,
1708477260000,2024-02-21T01:01:00Z,288-1-1-113,100,
1708477320000,2024-02-21T01:02:00Z,288-1-1-113,100,
1708477380000,2024-02-21T01:03:00Z,288-1-1-113,100,
1708477440000,2024-02-21T01:04:00Z,288-1-1-113,100,
1708477500000,2024-02-21T01:05:00Z,288-1-1-113,100,
1708477560000,2024-02-21T01:06:00Z,288-1-1-113,100,
1708477620000,2024-02-21T01:07:00Z,288-1-1-113,100,
1708477680000,2024-02-21T01:08:00Z,288-1-1-113,100,
1708477740000,2024-02-21T01:09:00Z,288-1-1-113,100,
1708477800000,2024-02-21T01:10:00Z,288-1-1-113,100,
1708477860000,2024-02-21T01:11:00Z,288-1-1-113,100,
1708477920000,2024-02-21T01:12:00Z,288-1-1-113,100,
1708477980000,2024-02-21T01:13:00Z,288-1-1-113,100,
1708478040000,2024-02-21T01:14:00Z,288-1-1-113,100,
1708478100000,2024-02-21T01:15:00Z,288-1-1-113,100,
1708478160000,2024-02-21T01:16:00Z,288-1-1-113,100,
1708478220000,2024-02-21T01:17:00Z,288-1-1-113,100,
1708478280000,2024-02-21T01:18:00Z,288-1-1-113,100,
1708478340000,2024-02-21T01:19:00Z,288-1-1-113,100,
1708478400000,2024-02-21T01:20:00Z,288-1-1-113,100,
1708478460000,2024-02-21T01:21:00Z,288-1-1-113,100,
1708478520000,2024-02-21T01:22:00Z,288-1-1-113,100,
1708478580000,2024-02-21T01:23:00Z,288-1-1-113,100,
1708478640000,2024-02-21T01:24:00Z,288-1-1-113,100,
1708478700000,2024-02-21T01:25:00Z,288-1-1-113,100,
1708478760000,2024-02-21T01:26:00Z,288-1-1-113,100,
1708478820000,2024-02-21T01:27:00Z,288-1-1-113,100,
1708478880000,2024-02-21T01:28:00Z,288-1-1-113,100,
1708478940000,2024-02-21T01:29:00Z,288-1-1-113,100,
1708479000000,2024-02-21T01:30:00Z,288-1-1-113,100,
1708479060000,2024-02-21T01:31:00Z,288-1-1-113,100,
1708479120000,2024-02-21T01:32:00Z,288-1-1-113,100,
1708479180000,2024-02-21T01:33:00Z,288-1-1-113,100,
1708479240000,2024-02-21T01:34:00Z,288-1-1-113,100,
1708479300000,2024-02-21T01:35:00Z,288-1-1-113,100,
1708479360000,2024-02-21T01:36:00Z,288-1-1-113,100,
1708479420000,2024-02-21T01:37:00Z,288-1-1-113,100,
1708479480000,2024-02-21T01:38:00Z,288-1-1-113,100,
1708479540000,2024-02-21T01:39:00Z,288-1-1-113,100,
1708479600000,2024-02-21T01:40:00Z,288-1-1-113,100,
1708479660000,2024-02-21T01:41:00Z,288-1-1-113,100,
1708479720000,2024-02-21T01:42:00Z,288-1-1-113,100,
1708479780000,2024-02-21T01:43:00Z,288-1-1-113,100,
1708479840000,2024-02-21T01:44:00Z,288-1-1-113,100,
1708479900000,2024-02-21T01:45:00Z,288-1-1-113,100,
1708479960000,2024-02-21T01:46:00Z,288-1-1-113,100,
1708480020000,2024-02-21T01:47:00Z,288-1-1-113,100,
1708480080000,2024-02-21T01:48:00Z,288-1-1-113,100,
1708480140000,2024-02-21T01:49:00Z,288-1-1-113,100,
1708480200000,2024-02-21T01:50:00Z,288-1-1-113,100,
1708480260000,2024-02-21T01:51:00Z,288-1-1-113,100,
1708480320000,2024-02-21T01:52:00Z,288-1-1-113,100,
1708480380000,2024-02-21T01:53:00Z,288-1-1-113,100,
1708480440000,2024-02-21T01:54:00Z,288-1-1-113,100,
1708480500000,2024-02-21T01:55:00Z,288-1-1-113,100,
1708480560000,2024-02-21T01:56:00Z,288-1-1-113,100,
1708480620000,2024-02-21T01:57:00Z,288-1-1-113,100,
1708480680000,2024-02-21T01:58:00Z,288-1-1-113,100,
1708480740000,2024-02-21T01:59:00Z,288-1-1-113,100,
1708480800000,2024-02-21T02:00:00Z,288-1-1-113,100,
1708480860000,2024-02-21T02:01:00Z,288-1-1-113,100,
1708480920000,2024-02-21T02:02:00Z,288-1-1-113,100,
1708480980000,2024-02-21T02:03:00Z,288-1-1-113,100,
1708481040000,2024-02-21T02:04:00Z,288-1-1-113,100,
1708481100000,2024-02-21T02:05:00Z,288-1-1-113,100,
1708481160000,2024-02-21T02:06:00Z,288-1-1-113,100,
1708481220000,2024-02-21T02:07:00Z,288-1-1-113,100,
1708481280000,2024-02-21T02:08:00Z,288-1-1-113,100,
1708481340000,2024-02-21T02:09:00Z,288-1-1-113,100,
1708481400000,2024-02-21T02:10:00Z,288-1-1-113,100,
1708481460000,2024-02-21T02:11:00Z,288-1-1-113,100,
1708481520000,2024-02-21T02:12:00Z,288-1-1-113,100,
1708481580000,2024-02-21T02:13:00Z,288-1-1-113,100,
1708481640000,2024-02-21T02:14:00Z,288-1-1-113,100,
1708481700000,2024-02-21T02:15:00Z,288-1-1-113,100,
1708481760000,2024-02-21T02:16:00Z,288-1-1-113,100,
1708481820000,2024-02-21T02:17:00Z,288-1-1-113,100,
1708481880000,2024-02-21T02:18:00Z,288-1-1-113,100,
1708481940000,2024-02-21T02:19:00Z,288-1-1-113,100,
1708482000000,2024-02-21T02:20:00Z,288-1-1-113,100,
1708482060000,2024-02-21T02:21:00Z,288-1-1-113,100,
1708482120000,2024-02-21T02:22:00Z,288-1-1-113,100,
1708482180000,2024-02-21T02:23:00Z,288-1-1-113,100,
1708482240000,2024-02-21T02:24:00Z,288-1-1-113,100,
1708482300000,2024-02-21T02:25:00Z,288-1-1-113,100,
1708482360000,2024-02-21T02:26:00Z,288-1-1-113,100,
