timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1714003200000,2024-04-25T00:00:00Z,288-1-1-117,0.15,
1714003260000,2024-04-25T00:01:00Z,288-1-1-117,0.119,
1714003320000,2024-04-25T00:02:00Z,288-1-1-117,0.046,
1714003380000,2024-04-25T00:03:00Z,288-1-1-117,0.052,
1714003440000,2024-04-25T00:04:00Z,288-1-1-117,0.015,
1714003500000,2024-04-25T00:05:00Z,288-1-1-117,0.01,
1714003560000,2024-04-25T00:06:00Z,288-1-1-117,0.001,
1714003620000,2024-04-25T00:07:00Z,288-1-1-117,0.045,
1714003680000,2024-04-25T00:08:00Z,288-1-1-117,0.017,
1714003740000,2024-04-25T00:09:00Z,288-1-1-117,0.014,
1714003800000,2024-04-25T00:10:00Z,288-1-1-117,0.042,
1714003860000,2024-04-25T00:11:00Z,288-1-1-117,0.044,
1714003920000,2024-04-25T00:12:00Z,288-1-1-117,0.034,
1714003980000,2024-04-25T00:13:00Z,288-1-1-117,0.033,
1714004040000,2024-04-25T00:14:00Z,288-1-1-117,0.019,
1714004100000,2024-04-25T00:15:00Z,288-1-1-117,0.02,
1714004160000,2024-04-25T00:16:00Z,288-1-1-117,0.068,
1714004220000,2024-04-25T00:17:00Z,288-1-1-117,0.008,
1714004280000,2024-04-25T00:18:00Z,288-1-1-117,0.004,
1714004340000,2024-04-25T00:19:00Z,288-1-1-117,0.038,
1714004400000,2024-04-25T00:20:00Z,288-1-1-117,0.032,
1714004460000,2024-04-25T00:21:00Z,288-1-1-117,0.07,
1714004520000,2024-04-25T00:22:00Z,288-1-1-117,0.101,
1714004580000,2024-04-25T00:23:00Z,288-1-1-117,0.081,
1714004640000,2024-04-25T00:24:00Z,288-1-1-117,0.079,
1714004700000,2024-04-25T00:25:00Z,288-1-1-117,0.099,
1714004760000,2024-04-25T00:26:00Z,288-1-1-117,0.257,
1714004820000,2024-04-25T00:27:00Z,288-1-1-117,0.143,
1714004880000,2024-04-25T00:28:00Z,288-1-1-117,0.163,
1714004940000,2024-04-25T00:29:00Z,288-1-1-117,0.115,
1714005000000,2024-04-25T00:30:00Z,288-1-1-117,0.116,
1714005060000,2024-04-25T00:31:00Z,288-1-1-117,0.044,
1714005120000,2024-04-25T00:32:00Z,288-1-1-117,0.033,
1714005180000,2024-04-25T00:33:00Z,288-1-1-117,0.06,
1714005240000,2024-04-25T00:34:00Z,288-1-1-117,0.084,
1714005300000,2024-04-25T00:35:00Z,288-1-1-117,0.042,
1714005360000,2024-04-25T00:36:00Z,288-1-1-117,0.034,
1714005420000,2024-04-25T00:37:00Z,288-1-1-117,0.043,
1714005480000,2024-04-25T00:38:00Z,288-1-1-117,0.044,
1714005540000,2024-04-25T00:39:00Z,288-1-1-117,0.036,
1714005600000,2024-04-25T00:40:00Z,288-1-1-117,0.062,
1714005660000,2024-04-25T00:41:00Z,288-1-1-117,0.047,
1714005720000,2024-04-25T00:42:00Z,288-1-1-117,0.028,
1714005780000,2024-04-25T00:43:00Z,288-1-1-117,0.045,
1714005840000,2024-04-25T00:44:00Z,288-1-1-117,0.039,
1714005900000,2024-04-25T00:45:00Z,288-1-1-117,0.032,
1714005960000,2024-04-25T00:46:00Z,288-1-1-117,0.037,
1714006020000,2024-04-25T00:47:00Z,288-1-1-117,0.035,
1714006080000,2024-04-25T00:48:00Z,288-1-1-117,0.04,
1714006140000,2024-04-25T00:49:00Z,288-1-1-117,0.052,
1714006200000,2024-04-25T00:50:00Z,288-1-1-117,0.112,
1714006260000,2024-04-25T00:51:00Z,288-1-1-117,0.122,
1714006320000,2024-04-25T00:52:00Z,288-1-1-117,0.136,
1714006380000,2024-04-25T00:53:00Z,288-1-1-117,0.083,
1714006440000,2024-04-25T00:54:00Z,288-1-1-117,0.074,
1714006500000,2024-04-25T00:55:00Z,288-1-1-117,0.094,
1714006560000,2024-04-25T00:56:00Z,288-1-1-117,0.085,
1714006620000,2024-04-25T00:57:00Z,288-1-1-117,0.065,
1714006680000,2024-04-25T00:58:00Z,288-1-1-117,0.092,
1714006740000,2024-04-25T00:59:00Z,288-1-1-117,0.077,
1714006800000,2024-04-25T01:00:00Z,288-1-1-117,0.126,
1714006860000,2024-04-25T01:01:00Z,288-1-1-117,0.124,
1714006920000,2024-04-25T01:02:00Z,288-1-1-117,0.118,
1714006980000,2024-04-25T01:03:00Z,288-1-1-117,0.156,
1714007040000,2024-04-25T01:04:00Z,288-1-1-117,0.175,
1714007100000,2024-04-25T01:05:00Z,288-1-1-117,0.037,
1714007160000,2024-04-25T01:06:00Z,288-1-1-117,0.01,
1714007220000,2024-04-25T01:07:00Z,288-1-1-117,0.039,
1714007280000,2024-04-25T01:08:00Z,288-1-1-117,0.06,
1714007340000,2024-04-25T01:09:00Z,288-1-1-117,0.038,
1714007400000,2024-04-25T01:10:00Z,288-1-1-117,0.011,
1714007460000,2024-04-25T01:11:00Z,288-1-1-117,0.016,
1714007520000,2024-04-25T01:12:00Z,288-1-1-117,0.011,
1714007580000,2024-04-25T01:13:00Z,288-1-1-117,0.015,
1714007640000,2024-04-25T01:14:00Z,288-1-1-117,0.032,
1714007700000,2024-04-25T01:15:00Z,288-1-1-117,0.086,
1714007760000,2024-04-25T01:16:00Z,288-1-1-117,0.08,
1714007820000,2024-04-25T01:17:00Z,288-1-1-117,0.082,
1714007880000,2024-04-25T01:18:00Z,288-1-1-117,0.102,
1714007940000,2024-04-25T01:19:00Z,288-1-1-117,0.068,
1714008000000,2024-04-25T01:20:00Z,288-1-1-117,0.116,
1714008060000,2024-04-25T01:21:00Z,288-1-1-117,0.121,
1714008120000,2024-04-25T01:22:00Z,288-1-1-117,0.273,
1714008180000,2024-04-25T01:23:00Z,288-1-1-117,0.174,
1714008240000,2024-04-25T01:24:00Z,288-1-1-117,0.003,
