timestamp_unix,timestamp_iso,participant_full_id,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,missing_value_reason
1710028800000,2024-03-10T00:00:00Z,288-1-1-114,1358,2194,2906,3886,
1710028860000,2024-03-10T00:01:00Z,288-1-1-114,1030,1243,1150,1982,
1710028920000,2024-03-10T00:02:00Z,288-1-1-114,555,291,847,1053,
1710028980000,2024-03-10T00:03:00Z,288-1-1-114,490,1194,2650,2947,
1710029040000,2024-03-10T00:04:00Z,288-1-1-114,179,314,1300,1349,
1710029100000,2024-03-10T00:05:00Z,288-1-1-114,308,307,129,453,
1710029160000,2024-03-10T00:06:00Z,288-1-1-114,5911,4853,4586,8917,
1710029220000,2024-03-10T00:07:00Z,288-1-1-114,1508,2119,2004,3283,
1710029280000,2024-03-10T00:08:00Z,288-1-1-114,2871,2888,3389,5297,
1710029340000,2024-03-10T00:09:00Z,288-1-1-114,2668,2322,2412,4281,
1710029400000,2024-03-10T00:10:00Z,288-1-1-114,1162,1042,543,1652,
1710029460000,2024-03-10T00:11:00Z,288-1-1-114,2262,2118,2084,3734,
1710029520000,2024-03-10T00:12:00Z,288-1-1-114,2843,1813,1907,3873,
1710029580000,2024-03-10T00:13:00Z,288-1-1-114,1818,1524,1843,3004,
1710029640000,2024-03-10T00:14:00Z,288-1-1-114,2392,2668,2091,4148,
1710029700000,2024-03-10T00:15:00Z,288-1-1-114,3224,2764,2396,4875,
1710029760000,2024-03-10T00:16:00Z,288-1-1-114,1912,1405,1458,2784,
1710029820000,2024-03-10T00:17:00Z,288-1-1-114,4704,4128,3820,7332,
1710029880000,2024-03-10T00:18:00Z,288-1-1-114,3160,3471,2247,5204,
1710029940000,2024-03-10T00:19:00Z,288-1-1-114,5174,3575,2616,6811,
1710030000000,2024-03-10T00:20:00Z,288-1-1-114,5356,3717,3447,7374,
1710030060000,2024-03-10T00:21:00Z,288-1-1-114,2693,2788,3038,4924,
1710030120000,2024-03-10T00:22:00Z,288-1-1-114,2306,3836,2260,5013,
1710030180000,2024-03-10T00:23:00Z,288-1-1-114,3977,4338,3413,6803,
1710030240000,2024-03-10T00:24:00Z,288-1-1-114,5025,4511,3377,7550,
1710030300000,2024-03-10T00:25:00Z,288-1-1-114,4063,3649,3735,6616,
1710030360000,2024-03-10T00:26:00Z,288-1-1-114,1364,1262,972,2097,
1710030420000,2024-03-10T00:27:00Z,288-1-1-114,580,1322,502,1528,
1710030480000,2024-03-10T00:28:00Z,288-1-1-114,230,655,205,723,
1710030540000,2024-03-10T00:29:00Z,288-1-1-114,618,878,343,1127,
1710030600000,2024-03-10T00:30:00Z,288-1-1-114,115,376,53,396,
1710030660000,2024-03-10T00:31:00Z,288-1-1-114,22,220,8,221,
1710030720000,2024-03-10T00:32:00Z,288-1-1-114,1,119,68,137,
1710030780000,2024-03-10T00:33:00Z,288-1-1-114,65,237,98,264,
1710030840000,2024-03-10T00:34:00Z,288-1-1-114,129,281,58,314,
1710030900000,2024-03-10T00:35:00Z,288-1-1-114,110,144,185,258,
1710030960000,2024-03-10T00:36:00Z,288-1-1-114,564,2054,977,2343,
1710031020000,2024-03-10T00:37:00Z,288-1-1-114,420,1077,945,1493,
1710031080000,2024-03-10T00:38:00Z,288-1-1-114,365,1103,1227,1689,
1710031140000,2024-03-10T00:39:00Z,288-1-1-114,405,417,893,1065,
1710031200000,2024-03-10T00:40:00Z,288-1-1-114,4952,4996,3909,8047,
1710031260000,2024-03-10T00:41:00Z,288-1-1-114,1983,1420,2072,3200,
1710031320000,2024-03-10T00:42:00Z,288-1-1-114,1490,1710,1308,2618,
1710031380000,2024-03-10T00:43:00Z,288-1-1-114,364,212,394,576,
1710031440000,2024-03-10T00:44:00Z,288-1-1-114,846,790,849,1435,
1710031500000,2024-03-10T00:45:00Z,288-1-1-114,468,860,666,1184,
1710031560000,2024-03-10T00:46:00Z,288-1-1-114,0,0,69,69,
1710031620000,2024-03-10T00:47:00Z,288-1-1-114,40,136,360,386,
1710031680000,2024-03-10T00:48:00Z,288-1-1-114,52,9,0,52,
1710031740000,2024-03-10T00:49:00Z,288-1-1-114,8,12,13,19,
1710031800000,2024-03-10T00:50:00Z,288-1-1-114,768,288,221,849,
1710031860000,2024-03-10T00:51:00Z,288-1-1-114,556,375,1978,2088,
1710031920000,2024-03-10T00:52:00Z,288-1-1-114,599,402,958,1199,
1710031980000,2024-03-10T00:53:00Z,288-1-1-114,999,1184,1552,2192,
