timestamp_unix,timestamp_iso,participant_full_id,temperature_celsius,missing_value_reason
1.71418E+12,2024-04-27T00:00:00Z,288-1-1-117,30.23,
1.71418E+12,2024-04-27T00:01:00Z,288-1-1-117,30.38,
1.71418E+12,2024-04-27T00:02:00Z,288-1-1-117,30.4,
1.71418E+12,2024-04-27T00:03:00Z,288-1-1-117,30.38,
1.71418E+12,2024-04-27T00:04:00Z,288-1-1-117,30.47,
1.71418E+12,2024-04-27T00:05:00Z,288-1-1-117,30.55,
1.71418E+12,2024-04-27T00:06:00Z,288-1-1-117,30.86,
1.71418E+12,2024-04-27T00:07:00Z,288-1-1-117,31.14,
1.71418E+12,2024-04-27T00:08:00Z,288-1-1-117,31.4,
1.71418E+12,2024-04-27T00:09:00Z,288-1-1-117,31.4,
1.71418E+12,2024-04-27T00:10:00Z,288-1-1-117,30.46,
1.71418E+12,2024-04-27T00:11:00Z,288-1-1-117,29.94,
1.71418E+12,2024-04-27T00:12:00Z,288-1-1-117,29.26,
1.71418E+12,2024-04-27T00:13:00Z,288-1-1-117,28.81,
1.71418E+12,2024-04-27T00:14:00Z,288-1-1-117,28.6,
1.71418E+12,2024-04-27T00:15:00Z,288-1-1-117,27.78,
1.71418E+12,2024-04-27T00:16:00Z,288-1-1-117,27.17,
1.71418E+12,2024-04-27T00:17:00Z,288-1-1-117,27.15,
1.71418E+12,2024-04-27T00:18:00Z,288-1-1-117,27.36,
1.71418E+12,2024-04-27T00:19:00Z,288-1-1-117,27.48,
1.71418E+12,2024-04-27T00:20:00Z,288-1-1-117,27.48,
1.71418E+12,2024-04-27T00:21:00Z,288-1-1-117,27.25,
1.71418E+12,2024-04-27T00:22:00Z,288-1-1-117,27.26,
1.71418E+12,2024-04-27T00:23:00Z,288-1-1-117,,device_not_worn_correctly
1.71418E+12,2024-04-27T00:24:00Z,288-1-1-117,,device_not_worn_correctly
1.71418E+12,2024-04-27T00:25:00Z,288-1-1-117,,device_not_worn_correctly
1.71418E+12,2024-04-27T00:26:00Z,288-1-1-117,,device_not_worn_correctly
1.71418E+12,2024-04-27T00:27:00Z,288-1-1-117,,device_not_worn_correctly
1.71418E+12,2024-04-27T00:28:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:29:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:30:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:31:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:32:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:33:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:34:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:35:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:36:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:37:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:38:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:39:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:40:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:41:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:42:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:43:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:44:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:45:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:46:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:47:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:48:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:49:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:50:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:51:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:52:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:53:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:54:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:55:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:56:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:57:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:58:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T00:59:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:00:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:01:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:02:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:03:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:04:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:05:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:06:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:07:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:08:00Z,288-1-1-117,,device_not_recording
1.71418E+12,2024-04-27T01:09:00Z,288-1-1-117,,device_not_recording
