timestamp_unix,timestamp_iso,participant_full_id,activity_counts,missing_value_reason
1703548800000,2023-12-26T00:00:00Z,288-1-1-111,112.0,
1703548860000,2023-12-26T00:01:00Z,288-1-1-111,122.0,
1703548920000,2023-12-26T00:02:00Z,288-1-1-111,126.0,
1703548980000,2023-12-26T00:03:00Z,288-1-1-111,121.0,
1703549040000,2023-12-26T00:04:00Z,288-1-1-111,136.0,
1703549100000,2023-12-26T00:05:00Z,288-1-1-111,75.0,
1703549160000,2023-12-26T00:06:00Z,288-1-1-111,41.0,
1703549220000,2023-12-26T00:07:00Z,288-1-1-111,35.0,
1703549280000,2023-12-26T00:08:00Z,288-1-1-111,10.0,
1703549340000,2023-12-26T00:09:00Z,288-1-1-111,32.0,
1703549400000,2023-12-26T00:10:00Z,288-1-1-111,1.0,
1703549460000,2023-12-26T00:11:00Z,288-1-1-111,22.0,
1703549520000,2023-12-26T00:12:00Z,288-1-1-111,17.0,
1703549580000,2023-12-26T00:13:00Z,288-1-1-111,21.0,
1703549640000,2023-12-26T00:14:00Z,288-1-1-111,55.0,
1703549700000,2023-12-26T00:15:00Z,288-1-1-111,57.0,
1703549760000,2023-12-26T00:16:00Z,288-1-1-111,61.0,
1703549820000,2023-12-26T00:17:00Z,288-1-1-111,62.0,
1703549880000,2023-12-26T00:18:00Z,288-1-1-111,66.0,
1703549940000,2023-12-26T00:19:00Z,288-1-1-111,36.0,
1703550000000,2023-12-26T00:20:00Z,288-1-1-111,91.0,
1703550060000,2023-12-26T00:21:00Z,288-1-1-111,136.0,
1703550120000,2023-12-26T00:22:00Z,288-1-1-111,116.0,
1703550180000,2023-12-26T00:23:00Z,288-1-1-111,133.0,
1703550240000,2023-12-26T00:24:00Z,288-1-1-111,134.0,
1703550300000,2023-12-26T00:25:00Z,288-1-1-111,145.0,
1703550360000,2023-12-26T00:26:00Z,288-1-1-111,124.0,
1703550420000,2023-12-26T00:27:00Z,288-1-1-111,120.0,
1703550480000,2023-12-26T00:28:00Z,288-1-1-111,109.0,
1703550540000,2023-12-26T00:29:00Z,288-1-1-111,49.0,
1703550600000,2023-12-26T00:30:00Z,288-1-1-111,94.0,
1703550660000,2023-12-26T00:31:00Z,288-1-1-111,137.0,
1703550720000,2023-12-26T00:32:00Z,288-1-1-111,61.0,
1703550780000,2023-12-26T00:33:00Z,288-1-1-111,57.0,
1703550840000,2023-12-26T00:34:00Z,288-1-1-111,78.0,
1703550900000,2023-12-26T00:35:00Z,288-1-1-111,78.0,
1703550960000,2023-12-26T00:36:00Z,288-1-1-111,49.0,
1703551020000,2023-12-26T00:37:00Z,288-1-1-111,55.0,
1703551080000,2023-12-26T00:38:00Z,288-1-1-111,83.0,
1703551140000,2023-12-26T00:39:00Z,288-1-1-111,72.0,
1703551200000,2023-12-26T00:40:00Z,288-1-1-111,76.0,
1703551260000,2023-12-26T00:41:00Z,288-1-1-111,54.0,
1703551320000,2023-12-26T00:42:00Z,288-1-1-111,84.0,
1703551380000,2023-12-26T00:43:00Z,288-1-1-111,94.0,
1703551440000,2023-12-26T00:44:00Z,288-1-1-111,16.0,
1703551500000,2023-12-26T00:45:00Z,288-1-1-111,40.0,
1703551560000,2023-12-26T00:46:00Z,288-1-1-111,64.0,
1703551620000,2023-12-26T00:47:00Z,288-1-1-111,81.0,
1703551680000,2023-12-26T00:48:00Z,288-1-1-111,95.0,
1703551740000,2023-12-26T00:49:00Z,288-1-1-111,125.0,
1703551800000,2023-12-26T00:50:00Z,288-1-1-111,119.0,
1703551860000,2023-12-26T00:51:00Z,288-1-1-111,131.0,
1703551920000,2023-12-26T00:52:00Z,288-1-1-111,137.0,
1703551980000,2023-12-26T00:53:00Z,288-1-1-111,133.0,
1703552040000,2023-12-26T00:54:00Z,288-1-1-111,124.0,
1703552100000,2023-12-26T00:55:00Z,288-1-1-111,60.0,
1703552160000,2023-12-26T00:56:00Z,288-1-1-111,38.0,
1703552220000,2023-12-26T00:57:00Z,288-1-1-111,63.0,
1703552280000,2023-12-26T00:58:00Z,288-1-1-111,56.0,
1703552340000,2023-12-26T00:59:00Z,288-1-1-111,38.0,
1703552400000,2023-12-26T01:00:00Z,288-1-1-111,119.0,
1703552460000,2023-12-26T01:01:00Z,288-1-1-111,78.0,
1703552520000,2023-12-26T01:02:00Z,288-1-1-111,32.0,
1703552580000,2023-12-26T01:03:00Z,288-1-1-111,37.0,
1703552640000,2023-12-26T01:04:00Z,288-1-1-111,16.0,
1703552700000,2023-12-26T01:05:00Z,288-1-1-111,13.0,
1703552760000,2023-12-26T01:06:00Z,288-1-1-111,40.0,
1703552820000,2023-12-26T01:07:00Z,288-1-1-111,31.0,
1703552880000,2023-12-26T01:08:00Z,288-1-1-111,42.0,
1703552940000,2023-12-26T01:09:00Z,288-1-1-111,14.0,
1703553000000,2023-12-26T01:10:00Z,288-1-1-111,30.0,
1703553060000,2023-12-26T01:11:00Z,288-1-1-111,124.0,
1703553120000,2023-12-26T01:12:00Z,288-1-1-111,131.0,
1703553180000,2023-12-26T01:13:00Z,288-1-1-111,113.0,
1703553240000,2023-12-26T01:14:00Z,288-1-1-111,104.0,
1703553300000,2023-12-26T01:15:00Z,288-1-1-111,129.0,
1703553360000,2023-12-26T01:16:00Z,288-1-1-111,58.0,
1703553420000,2023-12-26T01:17:00Z,288-1-1-111,65.0,
1703553480000,2023-12-26T01:18:00Z,288-1-1-111,102.0,
1703553540000,2023-12-26T01:19:00Z,288-1-1-111,89.0,
1703553600000,2023-12-26T01:20:00Z,288-1-1-111,40.0,
1703553660000,2023-12-26T01:21:00Z,288-1-1-111,13.0,
1703553720000,2023-12-26T01:22:00Z,288-1-1-111,34.0,
1703553780000,2023-12-26T01:23:00Z,288-1-1-111,15.0,
1703553840000,2023-12-26T01:24:00Z,288-1-1-111,42.0,
1703553900000,2023-12-26T01:25:00Z,288-1-1-111,22.0,
1703553960000,2023-12-26T01:26:00Z,288-1-1-111,38.0,
1703554020000,2023-12-26T01:27:00Z,288-1-1-111,9.0,
1703554080000,2023-12-26T01:28:00Z,288-1-1-111,47.0,
1703554140000,2023-12-26T01:29:00Z,288-1-1-111,5.0,
1703554200000,2023-12-26T01:30:00Z,288-1-1-111,36.0,
1703554260000,2023-12-26T01:31:00Z,288-1-1-111,19.0,
1703554320000,2023-12-26T01:32:00Z,288-1-1-111,43.0,
1703554380000,2023-12-26T01:33:00Z,288-1-1-111,11.0,
1703554440000,2023-12-26T01:34:00Z,288-1-1-111,10.0,
1703554500000,2023-12-26T01:35:00Z,288-1-1-111,22.0,
1703554560000,2023-12-26T01:36:00Z,288-1-1-111,69.0,
1703554620000,2023-12-26T01:37:00Z,288-1-1-111,49.0,
1703554680000,2023-12-26T01:38:00Z,288-1-1-111,70.0,
1703554740000,2023-12-26T01:39:00Z,288-1-1-111,101.0,
1703554800000,2023-12-26T01:40:00Z,288-1-1-111,24.0,
1703554860000,2023-12-26T01:41:00Z,288-1-1-111,123.0,
1703554920000,2023-12-26T01:42:00Z,288-1-1-111,69.0,
1703554980000,2023-12-26T01:43:00Z,288-1-1-111,89.0,
