timestamp_iso,accelerometers_std_g,missing_value_reason,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-03-08 00:00:00+00:00,0.025,,338.0,549.0,701.0,952.0,generic,71.0,LPA,sitting_reclining_lying,sitting_reclining_lying,12.08,1.67,,82.0,,0.0,7.0,34.17,100,0,0
2024-03-08 00:01:00+00:00,0.033,,381.0,877.0,717.0,1195.0,generic,81.0,LPA,sitting_reclining_lying,sitting_reclining_lying,11.62,2.65,,106.0,,0.0,6.0,34.16,100,0,1
2024-03-08 00:02:00+00:00,0.056,,1368.0,1462.0,1062.0,2266.0,generic,100.0,LPA,sitting_reclining_lying,sitting_reclining_lying,11.75,2.27,,110.0,,0.0,15.0,34.24,100,0,2
2024-03-08 00:03:00+00:00,0.084,,2860.0,1315.0,899.0,3273.0,generic,112.0,MPA,standing,standing,12.49,3.86,,108.0,,0.0,26.0,34.23,100,0,3
2024-03-08 00:04:00+00:00,0.067,,1093.0,947.0,1453.0,2050.0,generic,103.0,MPA,standing,standing,14.45,4.05,,114.0,,0.0,6.0,34.15,100,0,4
2024-03-08 00:05:00+00:00,0.092,,2143.0,2129.0,3114.0,4338.0,generic,116.0,VPA,standing,standing,15.75,7.22,,127.0,,0.0,7.0,34.12,100,0,5
2024-03-08 00:06:00+00:00,0.02,,39.0,57.0,109.0,129.0,walking,65.0,sedentary,sitting_reclining_lying,standing,14.37,1.14,,126.0,,0.0,0.0,34.04,100,0,6
2024-03-08 00:07:00+00:00,0.061,,1148.0,881.0,1162.0,1855.0,generic,101.0,MPA,standing,standing,14.73,4.26,,127.0,,0.0,6.0,33.98,100,0,7
2024-03-08 00:08:00+00:00,0.084,,2648.0,1869.0,2535.0,4114.0,generic,94.0,LPA,sitting_reclining_lying,standing,16.78,2.52,,128.0,,0.0,23.0,33.91,100,0,8
2024-03-08 00:09:00+00:00,0.075,,3101.0,1945.0,1888.0,4118.0,generic,90.0,MPA,standing,standing,16.57,3.06,,120.0,,0.0,17.0,33.84,100,0,9
2024-03-08 00:10:00+00:00,0.075,,2040.0,1833.0,2715.0,3859.0,generic,110.0,MPA,standing,standing,17.2,3.83,,113.0,,0.0,13.0,33.72,100,0,10
2024-03-08 00:11:00+00:00,0.038,,596.0,780.0,1722.0,1982.0,generic,72.0,LPA,sitting_reclining_lying,miscellaneous,18.42,1.74,,115.0,,0.0,0.0,33.7,100,0,11
2024-03-08 00:12:00+00:00,0.047,,994.0,872.0,2139.0,2514.0,walking,74.0,LPA,sitting_reclining_lying,sitting_reclining_lying,19.06,1.76,,131.0,,0.0,12.0,33.71,100,0,12
2024-03-08 00:13:00+00:00,0.02,,1112.0,397.0,658.0,1351.0,generic,47.0,LPA,sitting_reclining_lying,standing,19.35,2.03,,150.0,,0.0,0.0,33.8,100,0,13
2024-03-08 00:14:00+00:00,0.018,,155.0,205.0,220.0,338.0,walking,45.0,sedentary,sitting_reclining_lying,standing,19.7,1.49,,122.0,,0.0,0.0,33.87,100,0,14
2024-03-08 00:15:00+00:00,0.072,,2337.0,1495.0,1776.0,3294.0,generic,110.0,LPA,sitting_reclining_lying,standing,14.68,2.38,,109.0,,0.0,12.0,33.98,100,0,15
2024-03-08 00:16:00+00:00,0.121,,3055.0,2299.0,2079.0,4352.0,generic,117.0,MPA,standing,standing,22.16,3.9,,106.0,,0.0,24.0,34.02,100,0,16
2024-03-08 00:17:00+00:00,0.036,,822.0,609.0,621.0,1196.0,generic,59.0,LPA,sitting_reclining_lying,standing,21.21,2.42,,97.0,,0.0,5.0,34.04,100,0,17
2024-03-08 00:18:00+00:00,0.009,,93.0,403.0,75.0,420.0,still,18.0,sedentary,sitting_reclining_lying,standing,19.65,1.15,,102.0,,0.0,0.0,34.16,100,0,18
2024-03-08 00:19:00+00:00,0.008,,233.0,213.0,177.0,361.0,still,7.0,sedentary,sitting_reclining_lying,miscellaneous,17.96,1.24,,105.0,,0.0,0.0,34.16,100,0,19
2024-03-08 00:20:00+00:00,0.072,,2375.0,2632.0,1390.0,3807.0,generic,70.0,MPA,standing,standing,17.94,4.46,,95.0,,0.0,11.0,34.28,100,0,20
2024-03-08 00:21:00+00:00,0.06,,1815.0,1233.0,1370.0,2586.0,generic,101.0,LPA,sitting_reclining_lying,standing,18.9,2.67,,102.0,,0.0,15.0,34.25,100,0,21
