timestamp_unix,timestamp_iso,participant_full_id,body_position_left,body_position_right,missing_value_reason
1712644020000,2024-04-09T06:27:00Z,288-1-1-116,sitting_reclining_lying,sitting_reclining_lying,
1712644080000,2024-04-09T06:28:00Z,288-1-1-116,sitting_reclining_lying,sitting_reclining_lying,
1712644140000,2024-04-09T06:29:00Z,288-1-1-116,sitting_reclining_lying,sitting_reclining_lying,
1712644200000,2024-04-09T06:30:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644260000,2024-04-09T06:31:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644320000,2024-04-09T06:32:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644380000,2024-04-09T06:33:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644440000,2024-04-09T06:34:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644500000,2024-04-09T06:35:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644560000,2024-04-09T06:36:00Z,288-1-1-116,,,device_not_recording
1712644620000,2024-04-09T06:37:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644680000,2024-04-09T06:38:00Z,288-1-1-116,standing,standing,
1712644740000,2024-04-09T06:39:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644800000,2024-04-09T06:40:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644860000,2024-04-09T06:41:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712644920000,2024-04-09T06:42:00Z,288-1-1-116,,,device_not_recording
1712644980000,2024-04-09T06:43:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645040000,2024-04-09T06:44:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645100000,2024-04-09T06:45:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645160000,2024-04-09T06:46:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645220000,2024-04-09T06:47:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645280000,2024-04-09T06:48:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645340000,2024-04-09T06:49:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645400000,2024-04-09T06:50:00Z,288-1-1-116,sitting_reclining_lying,standing,
1712645460000,2024-04-09T06:51:00Z,288-1-1-116,sitting_reclining_lying,standing,
