timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1709510400000,2024-03-04T00:00:00Z,288-1-1-114,,device_not_recording
1709510460000,2024-03-04T00:01:00Z,288-1-1-114,,device_not_recording
1709510520000,2024-03-04T00:02:00Z,288-1-1-114,,device_not_recording
1709510580000,2024-03-04T00:03:00Z,288-1-1-114,,device_not_recording
1709510640000,2024-03-04T00:04:00Z,288-1-1-114,,device_not_recording
1709510700000,2024-03-04T00:05:00Z,288-1-1-114,,device_not_recording
1709510760000,2024-03-04T00:06:00Z,288-1-1-114,,device_not_recording
1709510820000,2024-03-04T00:07:00Z,288-1-1-114,,device_not_recording
1709510880000,2024-03-04T00:08:00Z,288-1-1-114,,device_not_recording
1709510940000,2024-03-04T00:09:00Z,288-1-1-114,,device_not_recording
1709511000000,2024-03-04T00:10:00Z,288-1-1-114,,device_not_recording
1709511060000,2024-03-04T00:11:00Z,288-1-1-114,,device_not_recording
1709511120000,2024-03-04T00:12:00Z,288-1-1-114,,device_not_recording
1709511180000,2024-03-04T00:13:00Z,288-1-1-114,,device_not_recording
1709511240000,2024-03-04T00:14:00Z,288-1-1-114,,device_not_recording
1709511300000,2024-03-04T00:15:00Z,288-1-1-114,,device_not_recording
1709511360000,2024-03-04T00:16:00Z,288-1-1-114,,device_not_recording
1709511420000,2024-03-04T00:17:00Z,288-1-1-114,,device_not_recording
1709511480000,2024-03-04T00:18:00Z,288-1-1-114,,device_not_recording
1709511540000,2024-03-04T00:19:00Z,288-1-1-114,,device_not_recording
1709511600000,2024-03-04T00:20:00Z,288-1-1-114,,device_not_recording
1709511660000,2024-03-04T00:21:00Z,288-1-1-114,,device_not_recording
1709511720000,2024-03-04T00:22:00Z,288-1-1-114,,device_not_recording
1709511780000,2024-03-04T00:23:00Z,288-1-1-114,,device_not_recording
1709511840000,2024-03-04T00:24:00Z,288-1-1-114,,device_not_recording
1709511900000,2024-03-04T00:25:00Z,288-1-1-114,,device_not_recording
1709511960000,2024-03-04T00:26:00Z,288-1-1-114,,device_not_recording
1709512020000,2024-03-04T00:27:00Z,288-1-1-114,,device_not_recording
1709512080000,2024-03-04T00:28:00Z,288-1-1-114,,device_not_recording
1709512140000,2024-03-04T00:29:00Z,288-1-1-114,,device_not_recording
1709512200000,2024-03-04T00:30:00Z,288-1-1-114,,device_not_recording
1709512260000,2024-03-04T00:31:00Z,288-1-1-114,,device_not_recording
1709512320000,2024-03-04T00:32:00Z,288-1-1-114,,device_not_recording
1709512380000,2024-03-04T00:33:00Z,288-1-1-114,,device_not_recording
1709512440000,2024-03-04T00:34:00Z,288-1-1-114,,device_not_recording
1709512500000,2024-03-04T00:35:00Z,288-1-1-114,,device_not_recording
1709512560000,2024-03-04T00:36:00Z,288-1-1-114,,device_not_recording
1709512620000,2024-03-04T00:37:00Z,288-1-1-114,,device_not_recording
1709512680000,2024-03-04T00:38:00Z,288-1-1-114,,device_not_recording
1709512740000,2024-03-04T00:39:00Z,288-1-1-114,,device_not_recording
1709512800000,2024-03-04T00:40:00Z,288-1-1-114,,device_not_recording
1709512860000,2024-03-04T00:41:00Z,288-1-1-114,,device_not_recording
1709512920000,2024-03-04T00:42:00Z,288-1-1-114,,device_not_recording
1709512980000,2024-03-04T00:43:00Z,288-1-1-114,,device_not_recording
1709513040000,2024-03-04T00:44:00Z,288-1-1-114,,device_not_recording
1709513100000,2024-03-04T00:45:00Z,288-1-1-114,,device_not_recording
1709513160000,2024-03-04T00:46:00Z,288-1-1-114,,device_not_recording
1709513220000,2024-03-04T00:47:00Z,288-1-1-114,,device_not_recording
1709513280000,2024-03-04T00:48:00Z,288-1-1-114,,device_not_recording
1709513340000,2024-03-04T00:49:00Z,288-1-1-114,,device_not_recording
1709513400000,2024-03-04T00:50:00Z,288-1-1-114,,device_not_recording
1709513460000,2024-03-04T00:51:00Z,288-1-1-114,,device_not_recording
1709513520000,2024-03-04T00:52:00Z,288-1-1-114,,device_not_recording
1709513580000,2024-03-04T00:53:00Z,288-1-1-114,,device_not_recording
1709513640000,2024-03-04T00:54:00Z,288-1-1-114,,device_not_recording
1709513700000,2024-03-04T00:55:00Z,288-1-1-114,,device_not_recording
1709513760000,2024-03-04T00:56:00Z,288-1-1-114,,device_not_recording
1709513820000,2024-03-04T00:57:00Z,288-1-1-114,,device_not_recording
1709513880000,2024-03-04T00:58:00Z,288-1-1-114,,device_not_recording
1709513940000,2024-03-04T00:59:00Z,288-1-1-114,,device_not_recording
1709514000000,2024-03-04T01:00:00Z,288-1-1-114,,device_not_recording
1709514060000,2024-03-04T01:01:00Z,288-1-1-114,,device_not_recording
1709514120000,2024-03-04T01:02:00Z,288-1-1-114,,device_not_recording
1709514180000,2024-03-04T01:03:00Z,288-1-1-114,,device_not_recording
1709514240000,2024-03-04T01:04:00Z,288-1-1-114,,device_not_recording
1709514300000,2024-03-04T01:05:00Z,288-1-1-114,,device_not_recording
1709514360000,2024-03-04T01:06:00Z,288-1-1-114,,device_not_recording
1709514420000,2024-03-04T01:07:00Z,288-1-1-114,,device_not_recording
1709514480000,2024-03-04T01:08:00Z,288-1-1-114,,device_not_recording
1709514540000,2024-03-04T01:09:00Z,288-1-1-114,,device_not_recording
1709514600000,2024-03-04T01:10:00Z,288-1-1-114,,device_not_recording
1709514660000,2024-03-04T01:11:00Z,288-1-1-114,,device_not_recording
1709514720000,2024-03-04T01:12:00Z,288-1-1-114,,device_not_recording
1709514780000,2024-03-04T01:13:00Z,288-1-1-114,,device_not_recording
1709514840000,2024-03-04T01:14:00Z,288-1-1-114,,device_not_recording
1709514900000,2024-03-04T01:15:00Z,288-1-1-114,,device_not_recording
1709514960000,2024-03-04T01:16:00Z,288-1-1-114,,device_not_recording
1709515020000,2024-03-04T01:17:00Z,288-1-1-114,,device_not_recording
1709515080000,2024-03-04T01:18:00Z,288-1-1-114,,device_not_recording
1709515140000,2024-03-04T01:19:00Z,288-1-1-114,,device_not_recording
1709515200000,2024-03-04T01:20:00Z,288-1-1-114,,device_not_recording
1709515260000,2024-03-04T01:21:00Z,288-1-1-114,,device_not_recording
1709515320000,2024-03-04T01:22:00Z,288-1-1-114,,device_not_recording
1709515380000,2024-03-04T01:23:00Z,288-1-1-114,,device_not_recording
1709515440000,2024-03-04T01:24:00Z,288-1-1-114,,device_not_recording
1709515500000,2024-03-04T01:25:00Z,288-1-1-114,,device_not_recording
1709515560000,2024-03-04T01:26:00Z,288-1-1-114,,device_not_recording
1709515620000,2024-03-04T01:27:00Z,288-1-1-114,,device_not_recording
1709515680000,2024-03-04T01:28:00Z,288-1-1-114,,device_not_recording
1709515740000,2024-03-04T01:29:00Z,288-1-1-114,,device_not_recording
1709515800000,2024-03-04T01:30:00Z,288-1-1-114,,device_not_recording
1709515860000,2024-03-04T01:31:00Z,288-1-1-114,,device_not_recording
1709515920000,2024-03-04T01:32:00Z,288-1-1-114,,device_not_recording
1709515980000,2024-03-04T01:33:00Z,288-1-1-114,,device_not_recording
1709516040000,2024-03-04T01:34:00Z,288-1-1-114,,device_not_recording
1709516100000,2024-03-04T01:35:00Z,288-1-1-114,,device_not_recording
1709516160000,2024-03-04T01:36:00Z,288-1-1-114,,device_not_recording
1709516220000,2024-03-04T01:37:00Z,288-1-1-114,,device_not_recording
1709516280000,2024-03-04T01:38:00Z,288-1-1-114,,device_not_recording
1709516340000,2024-03-04T01:39:00Z,288-1-1-114,,device_not_recording
1709516400000,2024-03-04T01:40:00Z,288-1-1-114,,device_not_recording
1709516460000,2024-03-04T01:41:00Z,288-1-1-114,,device_not_recording
1709516520000,2024-03-04T01:42:00Z,288-1-1-114,,device_not_recording
1709516580000,2024-03-04T01:43:00Z,288-1-1-114,,device_not_recording
1709516640000,2024-03-04T01:44:00Z,288-1-1-114,,device_not_recording
1709516700000,2024-03-04T01:45:00Z,288-1-1-114,,device_not_recording
1709516760000,2024-03-04T01:46:00Z,288-1-1-114,,device_not_recording
1709516820000,2024-03-04T01:47:00Z,288-1-1-114,,device_not_recording
1709516880000,2024-03-04T01:48:00Z,288-1-1-114,,device_not_recording
1709516940000,2024-03-04T01:49:00Z,288-1-1-114,,device_not_recording
1709517000000,2024-03-04T01:50:00Z,288-1-1-114,,device_not_recording
1709517060000,2024-03-04T01:51:00Z,288-1-1-114,,device_not_recording
1709517120000,2024-03-04T01:52:00Z,288-1-1-114,,device_not_recording
1709517180000,2024-03-04T01:53:00Z,288-1-1-114,,device_not_recording
1709517240000,2024-03-04T01:54:00Z,288-1-1-114,,device_not_recording
1709517300000,2024-03-04T01:55:00Z,288-1-1-114,,device_not_recording
1709517360000,2024-03-04T01:56:00Z,288-1-1-114,,device_not_recording
1709517420000,2024-03-04T01:57:00Z,288-1-1-114,,device_not_recording
1709517480000,2024-03-04T01:58:00Z,288-1-1-114,,device_not_recording
1709517540000,2024-03-04T01:59:00Z,288-1-1-114,,device_not_recording
1709517600000,2024-03-04T02:00:00Z,288-1-1-114,,device_not_recording
1709517660000,2024-03-04T02:01:00Z,288-1-1-114,,device_not_recording
1709517720000,2024-03-04T02:02:00Z,288-1-1-114,,device_not_recording
1709517780000,2024-03-04T02:03:00Z,288-1-1-114,,device_not_recording
1709517840000,2024-03-04T02:04:00Z,288-1-1-114,,device_not_recording
1709517900000,2024-03-04T02:05:00Z,288-1-1-114,,device_not_recording
